Core-ID,CDISC Rule ID,Error Message,Description,Standard Name,Standard Version,Scope,Executability,Status
CDISC.SDTMIG.CG0378,CG0379,'--DECOD is completed but value is not a valid MedDRA preferred TERM.,Raise an error when --DECOD is completed but is not a valid MedDRA preferred TERM.,SDTMIG,"3.4, 3.3, 3.2","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]}}",Fully Executable,Draft
CORE-001064,FB2305,Subject has a no record in EX but is assigned to a treatment while participating in an interventional study,All subjects that have no record in the Exposure domain who are participating in a study that includes an interventional product should not be assigned to a treatment.,SDTMIG,3.2,"{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000536,"CG0415, TIG0570",Length of ARMCD must be less than or equal to 20 characters,Verify that ARMCD in TA domain is valid planned arm code,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TA""]},""Use_Case"":""INDH""}",Not Executable,Draft
CORE-000885,FB2302,A subject has a record in DM but not in EX while participating in an interventional study,"All subjects in the Demographics domain who are participating in a study that includes an interventional product must have at least one corresponding record in the Exposure domain, except for subjects who failed screening, were not fully assigned to an Arm, or did not receive study treatment.",SDTMIG,"3.3, 3.4","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CDISC.SDTMIG.CG0096b,CG0096b,CMDECOD must be populated when CMTRT is populated,"Raise an error when CMTRT is populated, CMDECOD is empty",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""CM"",""WHODD""]}}",Fully Executable,Draft
CDISC.SDTMIG.CG0096,CG0096,CMDECOD must be populated when CMTRT is populated,"Raise an error when CMTRT is populated, CMDECOD is empty",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""CM"",""WHODD""]}}",Fully Executable,Draft
CORE-000364,CG0073,EPOCH should be null if DSCAT is protocol milestone,"Raise an error when DSCAT = ""PROTOCOL MILESTONE"" but EPOCH is not equal to null.",SDTMIG,3.2,"{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]}}",Fully Executable,Published
CORE-001034,"CG0562, TIG0648",'--REPNUM is null or is not unique per subject per test per timing variables.,"Raise an error when REPNUM is in the dataset and there are multiple records for a subject for a test within the timeframe identified by the timing variables on the record, and --REPNUM is null or not unique per subject per test per timing variables.","SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CDISC.SDTMIG.CG0442,CG0442,TSVAL is not a valid preferred term from FDA Substance Registration System (SRS),TSVAL is a valid preferred term from FDA Substance Registration System (SRS),SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
CDISC.SDTMIG.CG0998,CG0998,Missing one or more TDM dataset(s),All TDM dataset(s) for the corresponding IG should be included in every submission.,SDTMIG,3.4,"{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CDISC.SDTMIG.CG0663,CG0663,AP Core Domain does not have a value length of 4 characters beginning with 'AP' and ending with 2 character SDTM domain,Raise an error when an AP Core Domain does not have a value length of 4 characters beginning with 'AP' and ending with 2 character SDTM domain,SDTMIG,3.4,"{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""AP--""]}}",Fully Executable,Draft
CDISC.SDTMIG.CG0173,CG0173,"Collected data fits a Qualifier variable listed in specified SDTM Sections and are represented in the Findings About domain, and the name of the variable is used as FATESTCD","Trigger error when collected data fits a Qualifier variable listed in specified SDTM Sections and are represented in the Findings About domain, and the name of the variable is used as FATESTCD",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Partially Executable - Possible Underreporting,Draft
,CG0011C2,"The variable is under controlled terminology, but no codelist has been defined for it in the define.xml",Variables that are under CT must have an associated codelist defined in the define.xml,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000201,"CG0029, TIG0311, SEND109, TIG0046",USUBJID is not found in DM.USUBJID,Trigger error when domain is not an AP-- domain and USUBJID is not present in DM.USUBJID,"SDTMIG, TIG, SENDIG, SENDIG-DART, SENDIG-GENETOX","3.4, 3.3, 3.2, 1.0, 3.0, 3.1, 3.1.1, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Exclude"":[""AP--""]},""Use_Case"":""NONCLIN, INDH""}",Fully Executable,Published
,CG0011B1,,,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
,CG0011A1,Variable value for --DUR does not comply with ISO-8601-duration format,,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
,CG0011A2,,,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000953,"CG0370, TIG0534",Value for IDVAR in CO does not represent a variable present in the dataset referenced in RDOMAIN.,Part C - Raise and error when IDVAR in CO is not populated with a valid variable from the dataset referenced in RDOMAIN.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""CO""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000916,"CG0370, TIG0534",Value for IDVAR in RELREC does not represent a variable present in the dataset referenced in RDOMAIN.,Part B - Raise and error when IDVAR in RELREC is not populated with a valid variable from the dataset referenced in RDOMAIN.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""RELREC""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000712,"CG0370, TIG0534",Value for IDVAR in SUPP-- does not represent a variable present in the dataset referenced in RDOMAIN.,Part A - Raise and error when IDVAR in SUPP-- is not populated with a valid variable from the dataset referenced in RDOMAIN.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""SUPP--""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CDISC.SDTMIG.CG0999,CG0999,Issue with codelist definition in the Define-XML document.,Testing rule type Variables Metadata Check against Define XML and Library Metadata,SDTMIG,3.4,"{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000542,"SEND88, TIG0280, FB3102",'--STRESC is numeric but --STRESN is not populated or not equal to --STRESC.,"Raise an error when --STRESC is populated with a numeric value, but --STRESN is not populated, or --STRESN is not equal to --STRESC.","SENDIG, SENDIG-DART, SENDIG-GENETOX, TIG, SDTMIG, SENDIG-AR","3.0, 3.1, 3.1.1, 1.1, 1.2, 1.0, 3.2, 3.3, 3.4","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""NONCLIN, INDH, PROD""}",Fully Executable,Published
CORE-000017,"CG0166, TIG0398",RDOMAIN has a missing value when IDVARVAL has a non-missing value.,Raise an error when RDOMAIN is null when IDVARVAL is not null.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""CO""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000337,"CG0140, TIG0386","Multiple races are collected in SUPPDM but RACE in DM does not equal ""MULTIPLE"".","Raise an error when multiple races are collected in SUPPDM but RACE in DM does not equal ""MULTIPLE"".","SDTMIG, TIG","3.2, 3.3, 3.4, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""SUPPDM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000597,"CG0043, TIG0322",Missing AESMIE=Y where SUPPAE.QNAM=AESOSP,"When SUPPAE.QNAM=AESOSP is present, a record with AESMIE=Y should be present","SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000726,FB5701,"Ethnicity has been collected but the values is not mapped to ""HISPANIC OR LATINO"" or ""NOT HISPANIC OR LATINO""","When Ethnicity was collected and it was not mapped as ""HISPANIC OR LATINO"" or ""NOT HISPANIC OR LATINO"".",SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""SPECIAL PURPOSE"",""RELATIONSHIP""]},""Domains"":{""Include"":[""DM""]}}",Partially Executable,Published
CORE-000206,"CG0371, TIG0535, SEND121, TIG0058",IDVARVAL does not equal a value of the variable referenced by IDVAR in domain = RDOMAIN.,"When IDVAR is populated, IDVARVAL must equal a value of the variable referenced by IDVAR within the domain referenced by RDOMAIN","SDTMIG, TIG, SENDIG, SENDIG-DART, SENDIG-GENETOX","3.4, 3.2, 3.3, 1.0, 3.0, 3.1, 3.1.1, 1.1, 1.2","{""Classes"":{""Include"":[""SPECIAL PURPOSE"",""RELATIONSHIP""]},""Domains"":{""Include"":[""CO"",""SUPP--"",""RELREC""]},""Use_Case"":""NONCLIN, INDH, PROD""}",Fully Executable,Published
CORE-000107,"CG0554, TIG0642","An appropriate identifier is not present; USUBJID, APID, SPDEVID, SPTOBID, POOLID, SPTOBID, STOCONID should be present.","APID is required in all Associated Persons Data. In addition to STUDYID, DOMAIN, and --SEQ being required for all domains based on one of the 3 general observation classes, one of USUBJID, APID, SPDEVID, or POOLID must also be present.","SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS"",""INTERVENTIONS"",""FINDINGS ABOUT"",""FINDINGS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
,CG0011,Test message,,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""LB""]}}",Fully Executable,Draft
CDISC.SDTMIG.CG0546,CG0546,MIDS is not suffixed with a sequence number in consistent chronological order with SMSTDTC.,Trigger error when MIDSTYPE=TM.MIDSTYPE and TM.TMRPT=Y and MIDS is not suffixed with a sequence number in consistent chronological order,SDTMIG,"3.4, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""SM""]}}",Fully Executable,Draft
CORE-000929,"CG0001, TIG0289, SEND16, TIG0090",DOMAIN Code is not a published DOMAIN Code in CDISC Controlled Terminology.,Raise and error when the DOMAIN Code is not a valid Domain Code published by CDISC.,"SDTMIG, TIG, SENDIG, SENDIG-DART, SENDIG-GENETOX","3.4, 3.2, 3.3, 1.0, 3.0, 3.1, 3.1.1, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD, NONCLIN""}",Fully Executable,Published
CORE-000927,FB2304,A subject has a record in EX but is not assigned to a treatment while participating in an interventional study,All subjects in the Exposure domain who are participating in a study that includes an interventional product must be assigned to an ARM.,SDTMIG,"3.3, 3.4","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CDISC.SDTMIG.CG0377,CG0377,'--LLT is not a valid MedDRA lowest level TERM.,Raise an error when --LLT is not a valid MedDRA lowest level TERM.,SDTMIG,"3.4, 3.3, 3.2","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE"",""MH"",""CE""]}}",Fully Executable,Draft
CDISC.SDTMIG.CG0378,CG0378,'--LLTCD is not a valid MedDRA lowest level code.,Raise an error when --LLTCD is not a valid MedDRA lowest level code.,SDTMIG,"3.4, 3.3, 3.2","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""AE"",""MH"",""CE""]}}",Fully Executable,Draft
CORE-000915,FB2604,There are multiple records per assigned last observation before exposure flag (--LOBXFL).,"There should be only one record with a last observation before exposure flag and non missing character standard result value having the same --TESTCD, --CAT, --SCAT, --SPEC, --METHOD values.",SDTMIG,"3.3, 3.4","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000914,FB2603,There are multiple records per assigned baseline flag (--BLFL).,"There should be only one record with a baseline flag and non missing character standard result value having the same --TESTCD, --CAT, --SCAT, --SPEC, --METHOD values.","SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000534,"CG0248, SEND221, TIG0452, TIG0148",TAETORD is not an integer,TAETORD must be an integer,"SDTMIG, SENDIG, SENDIG-DART, SENDIG-GENETOX, TIG","3.4, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.1, 1.2, 1.0","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TA""]},""Use_Case"":""INDH, NONCLIN""}",Fully Executable,Published
CORE-000070,"CG0643, TIG0684",STRAIN is present.,Raise an error when STRAIN is present.,"SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000374,"CG0537, TIG0630",There is more than one record per subject per EPOCH,Trigger error when there is more than one record per subject per EPOCH,"SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000730,CG0438,TSVAL does not conform to ISO 8601,"When TSPARMCD is equal to AGEMIN and TSVAL is not null, TSVAL should conform to ISO 8601",SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000731,CG0439,TSVAL is not NULL and does not conform to ISO 8601 time period,"When TSPARMCD = LENGTH and TSVAL ^= NULL, TSVAL needs to conform to ISO 8601 time period",SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000757,"CG0602, TIG0656","Interventions parent record exists and --DECOD = null, but FAOBJ is not equal to --TRT.","When findings are collected about an intervention, and the interventions parent record exists and --DECOD = null, FAOBJ should be equal to --TRT.","SDTMIG, TIG","3.4, 1.0","{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000901,FB6901,The values of PPCAT and PCTEST do not match at the same reference timepoint,The values of PPCAT and PCTEST do not match at the same reference timepoint,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""PP""]}}",Partially Executable,Published
CORE-000217,"CG0462, TIG0592","ECDOSE is empty, ECOCCUR is not equal to 'N' and ECSTAT is empty, but ECDOSTXT is also empty.","Raise an error when ECDOSE is empty, ECOCCUR is not equal to 'N', ECSTAT is empty and ECDOSTXT is empty","SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[""EC""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000137,"CG0100, TIG0365","ECOCCUR is not 'N', ECSTAT and ECDOSTXT are both empty but ECDOSE is less than or equal to 0.","Raise an error when ECOCCUR is not equal to 'N', ECSTAT and ECDOSTXT are both empty but ECDOSE less than or equal to 0.","SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[""EC""]},""Use_Case"":""INDH""}",Fully Executable,Published
,FB1901,The length of the variable is longer than the data within the variable,All variables in each of the SUPPQUAL and RELREC datasets have a length that is not longer than the length of the longest value for that variable.,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""ALL""]}}",Partially Executable,Draft
CORE-000736,FB1116,AGE and AGETXT are in the list of TSPARAMCDs with TSVAL populated.,"Either AGE or AGETXT is in the list of TSPARMCDs with TSVAL populated, not both.","SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000887,FB2301,A subject has a record in DM but not in EX while participating in an interventional study,"All subjects in the Demographics domain who are participating in a study that includes an interventional product must have at least one corresponding record in the Exposure domain, except for subjects who failed screening, were not fully assigned to an Arm, or did not receive study treatment.",SDTMIG,3.2,"{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000886,FB2306,A subject has a no record in EX but is not populated ARMNRS while participating in an interventional study,All subjects that have no record in the Exposure domain who are participating in a study that includes an interventional product should have ARMNRS populated.,SDTMIG,"3.3, 3.4","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000105,"CG0569, TIG0653, FB2602","'--LOBXFL = 'Y', but --STRESC is empty.",Raise an error when --LOBXFL = 'Y' and --STRESC is empty.,"SDTMIG, TIG","3.4, 3.3, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CDISC.SDTMIG.CG0320,CG0320,'--TESTCD does not exist in custom Findings domain.,Raise an error when variable --TESTCD is missing for custom Findings domains,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000863,FB3101,"'--STRESC is populated with a numeric value, but --STRESN is not populated.","When --STRESC is populated with a numeric value, --STRESN should be populated.","SDTMIG, SENDIG, SENDIG-DART, SENDIG-AR, SENDIG-GENETOX","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.1, 1.2, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000732,FB3103,'--STRESC is not numeric but --STRESN is not empty,"'--STRESC is not populated with a numeric value, but --STRESN is not empty.","SDTMIG, SENDIG, SENDIG-DART, SENDIG-AR, SENDIG-GENETOX","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.1, 1.2, 1.0","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000844,CG0531,RACE in DM equals 'MULTIPLE' but multiple races are not collected in SUPPDM.,Part A - Raise an error when RACE in DM equals 'MULTIPLE' and SUPPDM dataset is not present.,SDTMIG,"3.3, 3.4","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000852,"CG0330, CG0664, TIG0698, SEND48",Variables are not in the correct order as shown in SDTM for the observation class.,Raise an error when variables are not in the specified order,"SDTMIG, TIG, SENDIG, SENDIG-GENETOX, SENDIG-DART","3.2, 3.3, 3.4, 1.0, 3.0, 3.1, 3.1.1, 1.1, 1.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000366,CG0109,"Subject has no records in EX but ACTARMCD is not equal to SCRNFAIL, NOTASSGN or NOTTRT.","Raise an error when subject has no records in EX but ACTARMCD is not equal to SCRNFAIL, NOTASSGN or NOTTRT.",SDTMIG,3.2,"{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000097,"CG0218, TIG0432",EPOCH values don't match between Subject Visits (SV) and Subject Elements (SE) datasets.,Raise an error when variable EPOCH values don't match between Subject Visits (SV) and Subject Elements (SE) datasets.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""SV""]},""Use_Case"":""INDH""}",Partially Executable - Possible Overreporting,Published
CORE-000737,FB1102,"The set of parameters without conditions listed in the TCG, Appendix B, is not included in the list of TSPARAMCD with TSVAL populated.","The set of parameters without conditions listed in the TCG, Appendix B, is not included in the list of TSPARAMCD with TSVAL populated.",SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
CORE-000738,FB1106,No occurrence of TSPARMCD=’CRMDUR’ is included in TS or TSVAL is null.,No occurrence of TSPARMCD=’CRMDUR’ is included in TS or TSVAL is null.,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Partially Executable,Draft
CORE-000734,FB1104,TSVAL (Standard Name) does not match corresponding name as listed in on the study data standards resources website for technical specification documents.,TSVAL (Standard Name) matches corresponding name as listed on the study data standards resources website for technical specification documents.,SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
CORE-000356,"CG0014, SEND12, TIG0299, TIG0057",At least one Required variable has a null value,Part B: Raise an error when a Required variable is null.,"SDTMIG, SENDIG, SENDIG-DART, SENDIG-GENETOX, TIG","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.1, 1.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD, NONCLIN""}",Fully Executable,Published
CORE-000249,"CG0032, TIG0313",Visit Day cannot be found in Trial Visit (TV) domain,Verify that visitdy is planned and exists in TV,"SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Exclude"":[""TV""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000457,"CG0373, TIG0537",SUPP--.RDOMAIN does not represent a dataset present in the study,Trigger error when SUPP--.RDOMAIN does not represent a dataset present in the study,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""SUPP--""]},""Use_Case"":""INDH, PROD""}",Fully Executable,Published
CORE-000122,"CG0434, TIG0586","AGEU is completed, but both AGE and AGETXT are not completed.",Raise an error when AGEU is completed but both AGETXT and AGE are not completed.,"SDTMIG, TIG","3.4, 3.2, 3.3, 1.0","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]},""Use_Case"":""INDH""}",Fully Executable,Published
CORE-000594,"CG0359, SEND29, TIG0524, TIG0205",Variable label is not in title case.,Raise an error when a variable label is not in title case,"SDTMIG, SENDIG, SENDIG-DART, SENDIG-GENETOX, TIG","3.4, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.1, 1.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH, PROD, NONCLIN""}",Fully Executable,Published
CORE-000380,CG0146,"RFSTDTC must not be null when ACTARM is not in (Screen Failure, Not Assigned, Not Treated.","Raise an error when RFSTDTC is null, but ACTARM is neither Screen Failure, Not Assigned, nor Not Treated",SDTMIG,3.2,"{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000379,CG0145,"RFSTDTC must be null when ACTARM in (Screen failure, Not Assigned, Not Treated).","Raise an error when RFSTDTC is not null, but ACTARM is either Screen Failure, Not Assigned, or Not Treated",SDTMIG,3.2,"{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Partially Executable,Published
CORE-000378,CG0142,"RFENDTC must not be null when ACTARM is a value other than Screen Failure, Not Assigned, or Not Treated.","Raise an error when RFENDTC is null, but ACTARM is not Screen Failure, Not Assigned, or Not Treated",SDTMIG,3.2,"{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000369,CG0141,"RFENDTC must be null when ACTARM in (Screen Failure, Not Assigned, Not Treated).","Raise an error when RFENDTC is not null, but ACTARM is Screen Failure, Not Assigned, or Not Treated",SDTMIG,3.2,"{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000330,CG0122,ARM should be equal to ACTARM when ARM is Screen Failure or Not Assigned.,"ACTARM value must match ARM value in Demographics when ARM equals ""Screen Failure"" or ""Not Assigned""",SDTMIG,3.2,"{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000368,"CG0120, CG0121","ARM is not in TA.ARM, but ARM in DM does not equal Screen Failure or Not Assigned.","ARM values in Demographics are restricted to ARM values in Trial Arms when not equal to ""Screen Failure"" or ""Not Assigned""",SDTMIG,3.2,"{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000530,CG0119,ACTARM should be equal to ARM when ACTARM is Screen Failure or Not Assigned.,"Raise an error when ACTARM is Screen Failure or Not Assigned, and ACTARM does not equal ARM",SDTMIG,3.2,"{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000367,"CG0117, CG0118","ACTARM is not in TA.ARM, but ACTARM in DM does not equal Screen Failure, Not Assigned, Not Treated, or Unplanned Treatment.","Raise an error when no TA.ARM exists for ACTARM in DM and ACTARM does not equal Screen Failure, Not Assigned, Not Treated, or Unplanned Treatment in DM",SDTMIG,3.2,"{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000142,"CG0241, TIG0449","'--ELTM is not the same value across records with the same values of DOMAIN, VISITNUM, --TPTREF, and --TPTNUM.","Raise an error when --TPT ^= null and --TPTNUM ^= null and --ELTM ^= null and --ELTM does not have the same value across records with the same values of DOMAIN, VISITNUM, --TPTREF, and --TPTNUM.","SDTMIG, TIG","3.4, 3.3, 3.2, 1.0","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]},""Use_Case"":""INDH""}",Fully Executable,Published
CDISC.SDTMIG.CG0184,CG0184,LBSTNRC is populated when LBORRES is a continuous measurement,"When LBORRES is a continuous measurement, LBSTNRC should be null",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""LB""]}}",Fully Executable,Draft
